score	annot	celltype
chr10-77926552-77927052	1	Conserved	Myofibroblasts
chr10-78316453-78316953	1	Conserved	Myofibroblasts
chr10-78507730-78508230	1	Conserved	Myofibroblasts
chr10-79390451-79390951	1	Conserved	Myofibroblasts
chr10-79433188-79433688	1	Conserved	Myofibroblasts
chr10-86733149-86733649	1	Conserved	Myofibroblasts
chr10-88951519-88952019	1	Conserved	Myofibroblasts
chr10-88952615-88953115	1	Conserved	Myofibroblasts
chr10-93437147-934376471	1	Conserved	Myofibroblasts
chr10-93437653-934381531	1	Conserved	Myofibroblasts
chr10-95605074-95605574	1	Conserved	Myofibroblasts
chr10-98610779-98611279	1	Conserved	Myofibroblasts
chr10-99532652-995331521	1	Conserved	Myofibroblasts
chr10-101001323-101001823	1	Conserved	Myofibroblasts
chr10-102152017-102152517	1	Conserved	Myofibroblasts
chr10-102407304-102407804	1	Conserved	Myofibroblasts
chr10-102408042-102408542	1	Conserved	Myofibroblasts
chr10-102408564-102409064	1	Conserved	Myofibroblasts
chr10-102409132-102409632	1	Conserved	Myofibroblasts
chr10-102410405-102410905	1	Conserved	Myofibroblasts
chr10-116741873-116742373	1	Conserved	Myofibroblasts
chr10-116742388-116742888	1	Conserved	Myofibroblasts
chr10-116742954-116743454	1	Conserved	Myofibroblasts
chr10-117461729-117462229	1	Conserved	Myofibroblasts
chr10-121033275-121033775	1	Conserved	Myofibroblasts
chr10-122307906-122308406	1	Conserved	Myofibroblasts
chr10-123890149-123890649	1	Conserved	Myofibroblasts
chr10-123891013-123891513	1	Conserved	Myofibroblasts
chr10-123891540-123892040	1	Conserved	Myofibroblasts
chr10-124255521-124256021	1	Conserved	Myofibroblasts
chr10-125061021-125061521	1	Conserved	Myofibroblasts
chr10-132065685-132066185	1	Conserved	Myofibroblasts
chr10-132464112-1324646121	1	Conserved	Myofibroblasts
chr11-2314957-2315457	1	Conserved	Myofibroblasts
chr11-2825242-28257422	1	Conserved	Myofibroblasts
chr11-2825877-28263772	1	Conserved	Myofibroblasts
chr11-3165083-3165583	1	Conserved	Myofibroblasts
chr11-6318815-63193151	1	Conserved	Myofibroblasts
chr11-6319657-63201572	1	Conserved	Myofibroblasts
chr11-6320308-63208081	1	Conserved	Myofibroblasts
chr11-6606860-6607360	1	Conserved	Myofibroblasts
chr11-8709135-8709635	1	Conserved	Myofibroblasts
chr11-8717907-8718407	1	Conserved	Myofibroblasts
chr11-10693391-10693891	1	Conserved	Myofibroblasts
chr11-11038267-11038767	1	Conserved	Myofibroblasts
chr11-11621870-116223701	1	Conserved	Myofibroblasts
chr11-12286917-12287417	1	Conserved	Myofibroblasts
chr11-12397948-123984481	1	Conserved	Myofibroblasts
chr11-12410327-12410827	1	Conserved	Myofibroblasts
chr11-12433649-12434149	1	Conserved	Myofibroblasts
chr11-19713891-19714391	1	Conserved	Myofibroblasts
chr11-19714405-19714905	1	Conserved	Myofibroblasts
chr11-19931184-19931684	1	Conserved	Myofibroblasts
chr11-43942313-43942813	1	Conserved	Myofibroblasts
chr11-45079042-45079542	1	Conserved	Myofibroblasts
chr11-45180469-45180969	1	Conserved	Myofibroblasts
chr11-45209746-452102461	1	Conserved	Myofibroblasts
chr11-62472363-62472863	1	Conserved	Myofibroblasts
chr11-65298010-652985101	1	Conserved	Myofibroblasts
chr11-65487462-654879621	1	Conserved	Myofibroblasts
chr11-65558351-655588511	1	Conserved	Myofibroblasts
chr11-65872122-65872622	1	Conserved	Myofibroblasts
chr11-65872635-65873135	1	Conserved	Myofibroblasts
chr11-65873435-65873935	1	Conserved	Myofibroblasts
chr11-65915658-65916158	1	Conserved	Myofibroblasts
chr11-66267406-66267906	1	Conserved	Myofibroblasts
chr11-66312700-663132001	1	Conserved	Myofibroblasts
chr11-66316848-66317348	1	Conserved	Myofibroblasts
chr11-69010906-69011406	1	Conserved	Myofibroblasts
chr11-69012375-69012875	1	Conserved	Myofibroblasts
chr11-69013128-690136281	1	Conserved	Myofibroblasts
chr11-69013636-690141361	1	Conserved	Myofibroblasts
chr11-69014196-690146961	1	Conserved	Myofibroblasts
chr11-74696852-746973521	1	Conserved	Myofibroblasts
chr11-75554278-755547781	1	Conserved	Myofibroblasts
chr11-75561908-75562408	1	Conserved	Myofibroblasts
chr11-75562517-75563017	1	Conserved	Myofibroblasts
chr11-86119008-86119508	1	Conserved	Myofibroblasts
chr11-86800248-86800748	1	Conserved	Myofibroblasts
chr11-86816308-86816808	1	Conserved	Myofibroblasts
chr11-94767431-947679311	1	Conserved	Myofibroblasts
chr11-94768031-947685311	1	Conserved	Myofibroblasts
chr11-95296163-95296663	1	Conserved	Myofibroblasts
chr11-101127105-101127605	1	Conserved	Myofibroblasts
chr11-101583022-101583522	1	Conserved	Myofibroblasts
chr11-101583657-101584157	1	Conserved	Myofibroblasts
chr11-112784577-112785077	1	Conserved	Myofibroblasts
chr11-112962870-112963370	1	Conserved	Myofibroblasts
chr11-117198999-117199499	1	Conserved	Myofibroblasts
chr11-117218084-117218584	1	Conserved	Myofibroblasts
chr11-117220509-117221009	1	Conserved	Myofibroblasts
chr11-117221041-117221541	1	Conserved	Myofibroblasts
chr11-117221654-117222154	1	Conserved	Myofibroblasts
chr11-118608360-1186088602	1	Conserved	Myofibroblasts
chr11-119315981-1193164811	1	Conserved	Myofibroblasts
chr11-119316969-1193174691	1	Conserved	Myofibroblasts
chr11-119320832-1193213321	1	Conserved	Myofibroblasts
chr11-119321544-119322044	1	Conserved	Myofibroblasts
chr11-121741251-121741751	1	Conserved	Myofibroblasts
chr11-121742024-121742524	1	Conserved	Myofibroblasts
chr11-122101565-122102065	1	Conserved	Myofibroblasts
chr11-123194550-123195050	1	Conserved	Myofibroblasts
chr11-123195120-1231956201	1	Conserved	Myofibroblasts
chr11-123195648-123196148	1	Conserved	Myofibroblasts
chr11-126140440-126141440	1	Conserved	Myofibroblasts
chr11-130391678-130392178	1	Conserved	Myofibroblasts
chr11-130403179-130403679	1	Conserved	Myofibroblasts
chr11-130897202-1308977021	1	Conserved	Myofibroblasts
chr11-130897717-130898217	1	Conserved	Myofibroblasts
chr11-131195810-131196310	1	Conserved	Myofibroblasts
chr11-133955436-1339559361	1	Conserved	Myofibroblasts
chr11-133956017-1339565171	1	Conserved	Myofibroblasts
chr11-133956786-1339572862	1	Conserved	Myofibroblasts
chr11-134033929-134034429	1	Conserved	Myofibroblasts
chr11-134331628-1343321282	1	Conserved	Myofibroblasts
chr11-134332293-134332793	1	Conserved	Myofibroblasts
chr12-2075547-2076047	1	Conserved	Myofibroblasts
chr12-2076141-2076641	1	Conserved	Myofibroblasts
chr12-2431742-2432242	1	Conserved	Myofibroblasts
chr12-6914247-6914747	1	Conserved	Myofibroblasts
chr12-6925381-6925881	1	Conserved	Myofibroblasts
chr12-8687725-8688225	1	Conserved	Myofibroblasts
chr12-11758784-11759284	1	Conserved	Myofibroblasts
chr12-21774652-217751521	1	Conserved	Myofibroblasts
chr12-24378454-24378954	1	Conserved	Myofibroblasts
chr12-29783721-297842211	1	Conserved	Myofibroblasts
chr12-41188411-41188911	1	Conserved	Myofibroblasts
chr12-41189847-41190347	1	Conserved	Myofibroblasts
chr12-46208335-46208835	1	Conserved	Myofibroblasts
chr12-48814544-48815044	1	Conserved	Myofibroblasts
chr12-52044211-52044711	1	Conserved	Myofibroblasts
chr12-52059458-520599581	1	Conserved	Myofibroblasts
chr12-52060118-520606181	1	Conserved	Myofibroblasts
chr12-52192106-52192606	1	Conserved	Myofibroblasts
chr12-53232083-53232583	1	Conserved	Myofibroblasts
chr12-54421087-54421587	1	Conserved	Myofibroblasts
chr12-54549335-54549835	1	Conserved	Myofibroblasts
chr12-57603716-57604216	1	Conserved	Myofibroblasts
chr12-57604581-57605081	1	Conserved	Myofibroblasts
chr12-57610414-57610914	1	Conserved	Myofibroblasts
chr12-57611118-576116181	1	Conserved	Myofibroblasts
chr12-57893600-578941001	1	Conserved	Myofibroblasts
chr12-65536968-65537468	1	Conserved	Myofibroblasts
chr12-96234032-962345322	1	Conserved	Myofibroblasts
chr12-96236089-96236589	1	Conserved	Myofibroblasts
chr12-99984152-99984652	1	Conserved	Myofibroblasts
chr12-99984674-99985174	1	Conserved	Myofibroblasts
chr12-108691545-1086920452	1	Conserved	Myofibroblasts
chr12-108773717-1087742171	1	Conserved	Myofibroblasts
chr12-109462380-1094628801	1	Conserved	Myofibroblasts
chr12-109463062-1094635621	1	Conserved	Myofibroblasts
chr12-116819295-1168197951	1	Conserved	Myofibroblasts
chr13-26557366-265578661	1	Conserved	Myofibroblasts
chr13-33204566-33205066	1	Conserved	Myofibroblasts
chr13-40149503-40150003	1	Conserved	Myofibroblasts
chr13-44270964-44271464	1	Conserved	Myofibroblasts
chr13-44303657-443041571	1	Conserved	Myofibroblasts
chr13-46655308-46655808	1	Conserved	Myofibroblasts
chr13-49401229-49401729	1	Conserved	Myofibroblasts
chr13-51277885-51278385	1	Conserved	Myofibroblasts
chr13-67230214-672307141	1	Conserved	Myofibroblasts
chr13-95644505-95645005	1	Conserved	Myofibroblasts
chr13-110290208-110290708	1	Conserved	Myofibroblasts
chr13-110361237-110361737	1	Conserved	Myofibroblasts
chr13-110388019-110388519	1	Conserved	Myofibroblasts
chr13-110388538-110389038	1	Conserved	Myofibroblasts
chr13-114065257-1140657572	1	Conserved	Myofibroblasts
chr14-22838138-22838638	1	Conserved	Myofibroblasts
chr14-23352638-23353138	1	Conserved	Myofibroblasts
chr14-23365183-233656831	1	Conserved	Myofibroblasts
chr14-23366062-233665621	1	Conserved	Myofibroblasts
chr14-23366591-23367091	1	Conserved	Myofibroblasts
chr14-24365566-24366066	1	Conserved	Myofibroblasts
chr14-24366499-243669991	1	Conserved	Myofibroblasts
chr14-24367167-24367667	1	Conserved	Myofibroblasts
chr14-26598088-265985881	1	Conserved	Myofibroblasts
chr14-50560264-50560764	1	Conserved	Myofibroblasts
chr14-50560895-50561395	1	Conserved	Myofibroblasts
chr14-51094900-510954001	1	Conserved	Myofibroblasts
chr14-52351027-52351527	1	Conserved	Myofibroblasts
chr14-52351554-52352054	1	Conserved	Myofibroblasts
chr14-54569063-54569563	1	Conserved	Myofibroblasts
chr14-60215592-60216092	1	Conserved	Myofibroblasts
chr14-64628905-64629405	1	Conserved	Myofibroblasts
chr14-64645397-646458971	1	Conserved	Myofibroblasts
chr14-64682093-64682593	1	Conserved	Myofibroblasts
chr14-68103808-68104308	1	Conserved	Myofibroblasts
chr14-68140130-68140630	1	Conserved	Myofibroblasts
chr14-68144040-681445401	1	Conserved	Myofibroblasts
chr14-68587047-68587547	1	Conserved	Myofibroblasts
chr14-68589407-685899071	1	Conserved	Myofibroblasts
chr14-68651540-68652040	1	Conserved	Myofibroblasts
chr14-68924325-689248251	1	Conserved	Myofibroblasts
chr14-68939865-689403651	1	Conserved	Myofibroblasts
chr14-68950945-68951445	1	Conserved	Myofibroblasts
chr14-68962093-68962593	1	Conserved	Myofibroblasts
chr14-69059877-69060377	1	Conserved	Myofibroblasts
chr14-79279040-79279540	1	Conserved	Myofibroblasts
chr14-90522155-90522655	1	Conserved	Myofibroblasts
chr14-90522754-90523254	1	Conserved	Myofibroblasts
chr14-90676785-90677285	1	Conserved	Myofibroblasts
chr14-93064374-93064874	1	Conserved	Myofibroblasts
chr14-93064939-93065439	1	Conserved	Myofibroblasts
chr14-93759865-93760365	1	Conserved	Myofibroblasts
chr14-93788551-93789051	1	Conserved	Myofibroblasts
chr14-96204499-96204999	1	Conserved	Myofibroblasts
chr14-97977851-97978852	1	Conserved	Myofibroblasts
chr14-99563130-99563630	1	Conserved	Myofibroblasts
chr14-99737416-997379162	1	Conserved	Myofibroblasts
chr14-99971137-99971637	1	Conserved	Myofibroblasts
chr14-103520946-1035214461	1	Conserved	Myofibroblasts
chr14-103533005-103533505	1	Conserved	Myofibroblasts
chr14-103533927-103534427	1	Conserved	Myofibroblasts
chr14-104970500-104971000	1	Conserved	Myofibroblasts
chr14-104973138-1049736381	1	Conserved	Myofibroblasts
chr14-104973737-1049742371	1	Conserved	Myofibroblasts
chr15-31870569-318710692	1	Conserved	Myofibroblasts
chr15-32873304-32873804	1	Conserved	Myofibroblasts
chr15-33310581-33311081	1	Conserved	Myofibroblasts
chr15-37110724-37111224	1	Conserved	Myofibroblasts
chr15-43517317-43517817	1	Conserved	Myofibroblasts
chr15-43518344-435188441	1	Conserved	Myofibroblasts
chr15-44288427-44288927	1	Conserved	Myofibroblasts
chr15-45378341-45378841	1	Conserved	Myofibroblasts
chr15-63041831-63042331	1	Conserved	Myofibroblasts
chr15-63042334-630428341	1	Conserved	Myofibroblasts
chr15-63047307-63047807	1	Conserved	Myofibroblasts
chr15-64872974-648734742	1	Conserved	Myofibroblasts
chr15-65088131-65088631	1	Conserved	Myofibroblasts
chr15-65259424-65259924	1	Conserved	Myofibroblasts
chr15-66842243-668427431	1	Conserved	Myofibroblasts
chr15-73926198-739266981	1	Conserved	Myofibroblasts
chr15-73926970-739274701	1	Conserved	Myofibroblasts
chr15-75661015-756615151	1	Conserved	Myofibroblasts
chr15-75673378-75673878	1	Conserved	Myofibroblasts
chr15-75696266-75696766	1	Conserved	Myofibroblasts
chr15-75709432-75709932	0.920000016689301	Conserved	Myofibroblasts
chr15-75712610-75713110	1	Conserved	Myofibroblasts
chr15-75723744-75724244	1	Conserved	Myofibroblasts
chr15-83653761-83654261	1	Conserved	Myofibroblasts
chr15-89101842-89102342	1	Conserved	Myofibroblasts
chr15-90174489-90174989	1	Conserved	Myofibroblasts
chr15-94021568-94022068	1	Conserved	Myofibroblasts
chr15-98548200-98548700	1	Conserved	Myofibroblasts
chr15-98954381-98954881	1	Conserved	Myofibroblasts
chr15-99058382-99058882	1	Conserved	Myofibroblasts
chr15-99058931-990594311	1	Conserved	Myofibroblasts
chr15-99110506-99111006	1	Conserved	Myofibroblasts
chr15-99117035-99117535	1	Conserved	Myofibroblasts
chr15-99123566-99124066	1	Conserved	Myofibroblasts
chr15-99125202-99125702	1	Conserved	Myofibroblasts
chr15-99146112-99146612	1	Conserved	Myofibroblasts
chr15-99169697-99170197	1	Conserved	Myofibroblasts
chr16-1152286-1152786	1	Conserved	Myofibroblasts
chr16-1152819-1153319	1	Conserved	Myofibroblasts
chr16-1154363-1154863	1	Conserved	Myofibroblasts
chr16-1156522-1157022	1	Conserved	Myofibroblasts
chr16-1169699-1170199	1	Conserved	Myofibroblasts
chr16-1182209-1182709	1	Conserved	Myofibroblasts
chr16-2124983-2125483	1	Conserved	Myofibroblasts
chr16-9489773-9490273	1	Conserved	Myofibroblasts
chr16-14300789-14301289	1	Conserved	Myofibroblasts
chr16-14301922-14302422	1	Conserved	Myofibroblasts
chr16-14302697-14303197	1	Conserved	Myofibroblasts
chr16-15807608-15808108	1	Conserved	Myofibroblasts
chr16-15829441-15829941	1	Conserved	Myofibroblasts
chr16-15856850-15857350	1	Conserved	Myofibroblasts
chr16-15858110-15858610	1	Conserved	Myofibroblasts
chr16-23904935-23905435	1	Conserved	Myofibroblasts
chr16-24669412-24669912	1	Conserved	Myofibroblasts
chr16-25257299-25257799	1	Conserved	Myofibroblasts
chr16-28538843-285393431	1	Conserved	Myofibroblasts
chr16-31471794-314722941	1	Conserved	Myofibroblasts
chr16-31472740-314732401	1	Conserved	Myofibroblasts
chr16-50548042-50548542	1	Conserved	Myofibroblasts
chr16-50603543-50604043	1	Conserved	Myofibroblasts
chr16-50616788-50617288	1	Conserved	Myofibroblasts
chr16-56194297-56194797	1	Conserved	Myofibroblasts
chr16-56211484-56211984	1	Conserved	Myofibroblasts
chr16-56269694-56270194	1	Conserved	Myofibroblasts
chr16-57535869-575363691	1	Conserved	Myofibroblasts
chr16-65121874-651223741	1	Conserved	Myofibroblasts
chr16-65122832-651233321	1	Conserved	Myofibroblasts
chr16-70685331-70685831	1	Conserved	Myofibroblasts
chr16-70685889-70686389	1	Conserved	Myofibroblasts
chr16-70703340-70703840	1	Conserved	Myofibroblasts
chr16-70707064-70707564	1	Conserved	Myofibroblasts
chr16-74998715-74999215	1	Conserved	Myofibroblasts
chr16-84294438-84294938	1	Conserved	Myofibroblasts
chr16-84302918-84303418	1	Conserved	Myofibroblasts
chr16-84826550-848270501	1	Conserved	Myofibroblasts
chr16-85390680-85391180	1	Conserved	Myofibroblasts
chr16-86151359-86151859	1	Conserved	Myofibroblasts
chr16-86303718-86304218	1	Conserved	Myofibroblasts
chr16-86343251-86343751	1	Conserved	Myofibroblasts
chr16-86364181-86364681	1	Conserved	Myofibroblasts
chr16-86508025-86508525	1	Conserved	Myofibroblasts
chr16-86508622-86509122	1	Conserved	Myofibroblasts
chr16-86509371-86509871	1	Conserved	Myofibroblasts
chr16-86510183-86510683	1	Conserved	Myofibroblasts
chr17-886159-886659	1	Conserved	Myofibroblasts
chr17-951201-951701	1	Conserved	Myofibroblasts
chr17-951723-952223	1	Conserved	Myofibroblasts
chr17-1047059-1047559	1	Conserved	Myofibroblasts
chr17-1495221-1495721	1	Conserved	Myofibroblasts
chr17-3888463-3888963	1	Conserved	Myofibroblasts
chr17-4204625-4205125	1	Conserved	Myofibroblasts
chr17-7479383-7479883	1	Conserved	Myofibroblasts
chr17-9842274-98427741	1	Conserved	Myofibroblasts
chr17-11598144-11598644	1	Conserved	Myofibroblasts
chr17-12422583-12423083	1	Conserved	Myofibroblasts
chr17-12680380-12680880	1	Conserved	Myofibroblasts
chr17-19384787-19385287	1	Conserved	Myofibroblasts
chr17-19386961-193874611	1	Conserved	Myofibroblasts
chr17-19387513-193880131	1	Conserved	Myofibroblasts
chr17-31580953-31581453	1	Conserved	Myofibroblasts
chr17-31691939-31692439	1	Conserved	Myofibroblasts
chr17-31696112-316966121	1	Conserved	Myofibroblasts
chr17-33235129-33235629	1	Conserved	Myofibroblasts
chr17-34252352-342528521	1	Conserved	Myofibroblasts
chr17-40499461-404999611	1	Conserved	Myofibroblasts
chr17-42409351-424098511	1	Conserved	Myofibroblasts
chr17-42850892-42851392	1	Conserved	Myofibroblasts
chr17-43417435-43417935	1	Conserved	Myofibroblasts
chr17-43418766-43419266	1	Conserved	Myofibroblasts
chr17-43906504-43907004	1	Conserved	Myofibroblasts
chr17-43907317-43907817	1	Conserved	Myofibroblasts
chr17-43908025-43908525	1	Conserved	Myofibroblasts
chr17-44829475-44829975	1	Conserved	Myofibroblasts
chr17-44830020-44830520	1	Conserved	Myofibroblasts
chr17-44979540-44980040	1	Conserved	Myofibroblasts
chr17-45282999-45283499	1	Conserved	Myofibroblasts
chr17-47275539-472760391	1	Conserved	Myofibroblasts
chr17-47276739-472772391	1	Conserved	Myofibroblasts
chr17-47279145-47279645	1	Conserved	Myofibroblasts
chr17-48025037-48025537	1	Conserved	Myofibroblasts
chr17-48492460-48492960	1	Conserved	Myofibroblasts
chr17-48544420-48544920	1	Conserved	Myofibroblasts
chr17-48546996-48547496	1	Conserved	Myofibroblasts
chr17-48593797-48594297	1	Conserved	Myofibroblasts
chr17-49691013-49691513	1	Conserved	Myofibroblasts
chr17-50201439-502019391	1	Conserved	Myofibroblasts
chr17-50209513-502100131	1	Conserved	Myofibroblasts
chr17-57662859-57663359	1	Conserved	Myofibroblasts
chr17-57874449-57874949	1	Conserved	Myofibroblasts
chr17-57875232-578757321	1	Conserved	Myofibroblasts
chr17-75877144-758776442	1	Conserved	Myofibroblasts
chr17-75877765-758782651	1	Conserved	Myofibroblasts
chr17-75878397-758788971	1	Conserved	Myofibroblasts
chr17-76039062-76039562	1	Conserved	Myofibroblasts
chr17-76688751-76689251	1	Conserved	Myofibroblasts
chr17-76709065-76709565	1	Conserved	Myofibroblasts
chr17-77372975-773734752	1	Conserved	Myofibroblasts
chr17-77374255-773747551	1	Conserved	Myofibroblasts
chr17-77409201-77409701	1	Conserved	Myofibroblasts
chr17-77779076-77779576	1	Conserved	Myofibroblasts
chr17-78883694-788841941	1	Conserved	Myofibroblasts
chr17-78934101-78934601	1	Conserved	Myofibroblasts
chr17-81403917-81404417	1	Conserved	Myofibroblasts
chr17-81471964-81472464	1	Conserved	Myofibroblasts
chr18-12279041-122795411	1	Conserved	Myofibroblasts
chr18-13264105-13264605	1	Conserved	Myofibroblasts
chr18-34493045-34493545	1	Conserved	Myofibroblasts
chr18-34493655-344941551	1	Conserved	Myofibroblasts
chr18-44802501-44803001	1	Conserved	Myofibroblasts
chr18-44803144-448036441	1	Conserved	Myofibroblasts
chr18-48545668-48546168	1	Conserved	Myofibroblasts
chr18-59697176-59697676	1	Conserved	Myofibroblasts
chr19-5308865-5309365	1	Conserved	Myofibroblasts
chr19-5827976-5828476	1	Conserved	Myofibroblasts
chr19-5880502-5881002	1	Conserved	Myofibroblasts
chr19-6066602-6067102	1	Conserved	Myofibroblasts
chr19-7368329-7368829	1	Conserved	Myofibroblasts
chr19-11203638-11204138	1	Conserved	Myofibroblasts
chr19-12912899-12913399	1	Conserved	Myofibroblasts
chr19-31348657-31349157	1	Conserved	Myofibroblasts
chr19-31349398-313498981	1	Conserved	Myofibroblasts
chr19-31349971-313504711	1	Conserved	Myofibroblasts
chr19-31350641-313511411	1	Conserved	Myofibroblasts
chr19-38253175-38253675	1	Conserved	Myofibroblasts
